query_id,query,expected_scenario,expected_variable,expected_year_range,expected_file_path,predicted_scenario,predicted_variable,predicted_year_range,scenario_match,variable_match,year_range_match,file_path_match,success,error
3591,I'd like to see the evaporation data corresponding to the ssp370 CO2 emissions scenario for the years 245101 to 250012,ssp370,evspsbl,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_245101-250012.nc,ssp370,evspsbl,245101-250012,True,True,True,False,True,
3465,I am interested in viewing the specific humidity data near the surface corresponding to the ssp370 CO2 emissions scenario for the period 230101-235012.,ssp370,huss,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_230101-235012.nc,ssp370,huss,230101-235012,True,True,True,False,True,
3589,Please display the evaporation data corresponding to the ssp370 CO2 emissions scenario during the timeframe 240101-245012.,ssp370,evspsbl,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp370/r3i1p1f2/Amon/evspsbl/gn/v20200115/evspsbl_Amon_GISS-E2-1-G_ssp370_r3i1p1f2_gn_240101-245012.nc,ssp370,evspsbl,240101-245012,True,True,True,False,True,
3637,Please show me the precipitation data for the ssp434 CO2 emissions scenario during the period of 205101 to 210012.,ssp434,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_205101-210012.nc,ssp434,pr,205101-210012,True,True,True,False,True,
3639,I'd appreciate it if you could provide me with the precipitation data for the ssp434 CO2 emissions scenario from 205101 to 210012.,ssp434,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_205101-210012.nc,ssp434,pr,205101-210012,True,True,True,False,True,
3638,Show me the precipitation data corresponding to the ssp434 CO2 emissions scenario for the time period of 205101-210012.,ssp434,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_205101-210012.nc,ssp434,pr,205101-210012,True,True,True,False,True,
3640,Show me sea level pressure data for a ssp434 CO2 emissions scenario for 201501-205012,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3642,Display sea level pressure data for the ssp434 carbon dioxide emission scenario from 201501 to 205012.,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3641,I would like to see the sea level pressure data for the ssp434 emission scenario with CO2 for the time period between January 2015 and December 2050.,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3644,Show me the sea level pressure information related to the ssp434 CO2 emissions scenario specified for the time range from January 2015 to December 2050.,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3645,I am interested in viewing the sea level pressure data corresponding to the ssp434 CO2 emissions scenario throughout the years 201501 to 205012.,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3643,Could you please provide the sea level pressure data for the ssp434 CO2 emissions scenario covering the period from 201501 to 205012?,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3646,Display the sea level pressure details for the ssp434 CO2 emissions scenario for the period spanning from January 2015 to December 2050.,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3647,Please show me the sea level pressure data for the ssp434 CO2 emissions scenario from January 2015 to December 2050.,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3650,Show me sea level pressure data for a ssp434 CO2 emissions scenario for 205101-210012,ssp434,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_205101-210012.nc,ssp434,psl,205101-210012,True,True,True,False,True,
3648,Can you show me the sea level pressure data for the ssp434 CO2 emissions scenario covering the duration of 201501 to 205012?,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3651,"I would like to see the sea level pressure data for the ssp434 CO2 emissions scenario covering the years 205101 to 210012, please.",ssp434,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_205101-210012.nc,ssp434,psl,205101-210012,True,True,True,False,True,
3649,Show me sea level pressure data for a ssp434 CO2 emissions scenario for 201501-205012,ssp434,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,psl,201501-205012,True,True,True,False,True,
3694,I would like to see the complete information on soil moisture content regarding the ssp434 CO2 emissions scenario spanning from 205101 until 210012,ssp434,mrso,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_205101-210012.nc,ssp434,mrso,205101-210012,True,True,True,False,True,
3696,Can you present me with the data for the entire soil moisture content for the ssp434 CO2 emissions scenario during 205101 to 210012,ssp434,mrso,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_205101-210012.nc,ssp434,mrso,205101-210012,True,True,True,False,True,
3743,I am interested in viewing the near-surface specific humidity data related to the ssp434 CO2 emissions scenario from January 2015 to December 2050.,ssp434,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,huss,201501-205012,True,True,True,False,True,
3741,I would like to see the specific humidity data near the Earth's surface corresponding to the ssp434 CO2 emissions scenario spanning from January 2015 to December 2050.,ssp434,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,huss,201501-205012,True,True,True,False,True,
3742,Display the specific humidity information near the surface for the ssp434 CO2 emissions scenario covering the period from January 2015 to December 2050.,ssp434,huss,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp434/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp434_r3i1p1f2_gn_201501-205012.nc,ssp434,huss,201501-205012,True,True,True,False,True,
3832,Could you please display the sea level pressure data corresponding to the ssp460 CO2 emissions scenario for the period 205101-210012?,ssp460,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp460/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp460_r3i1p1f2_gn_205101-210012.nc,ssp460,psl,205101-210012,True,True,True,False,True,
3833,Please show me the sea level pressure data for the ssp460 CO2 emissions scenario throughout the period 205101-210012.,ssp460,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp460/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp460_r3i1p1f2_gn_205101-210012.nc,ssp460,psl,205101-210012,True,True,True,False,True,
3836,I am interested in viewing the sea level pressure data associated with the ssp460 CO2 emissions scenario for the years 205101-210012.,ssp460,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp460/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp460_r3i1p1f2_gn_205101-210012.nc,ssp460,psl,205101-210012,True,True,True,False,True,
3880,Kindly supply me with the full information on soil moisture content for the ssp460 CO2 emissions scenario from 205101 until 210012.,ssp460,mrso,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp460/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp460_r3i1p1f2_gn_205101-210012.nc,ssp460,mrso,205101-210012,True,True,True,False,True,
4000,Show me near-surface air temperature data for a ssp585 CO2 emissions scenario for 220101-225012,ssp585,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ssp585,tas,220101-225012,True,True,True,False,True,
4004,I am looking for the near-surface air temperature data for the ssp585 CO2 emissions scenario covering the time frame of 220101-225012.,ssp585,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ssp585,tas,220101-225012,True,True,True,False,True,
4002,Could you show me the near-surface air temperature data related to the ssp585 CO2 emissions scenario from 220101 to 225012?,ssp585,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ssp585,tas,220101-225012,True,True,True,False,True,
4039,I am interested in viewing the near-surface air temperature data for the ssp585 CO2 emissions scenario for the period between 235101 and 240012.,ssp585,tas,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_235101-240012.nc,ssp585,tas,235101-240012,True,True,True,False,True,
4040,Display the near-surface air temperature data for the ssp585 CO2 emissions scenario covering 235101-240012.,ssp585,tas,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_235101-240012.nc,ssp585,tas,235101-240012,True,True,True,False,True,
4087,I need to access the precipitation data related to the ssp585 CO2 emissions scenario for the period 210101-215012.,ssp585,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_210101-215012.nc,ssp585,pr,210101-215012,True,True,True,False,True,
4089,It would be helpful if you could present the precipitation data for the ssp585 CO2 emissions scenario for the duration of 210101-215012.,ssp585,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_210101-215012.nc,ssp585,pr,210101-215012,True,True,True,False,True,
4042,Display the near-surface air temperature data linked to the ssp585 CO2 emissions scenario covering the period 240101-245012.,ssp585,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_240101-245012.nc,ssp585,tas,240101-245012,True,True,True,False,True,
4001,Please provide me with the near-surface air temperature data pertaining to the ssp585 CO2 emissions scenario spanning from 220101 to 225012.,ssp585,tas,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ssp585,tas,220101-225012,True,True,True,False,True,
4167,Could you present the sea level pressure observations for the ssp585 CO2 emissions scenario from 2015 to 2050?,ssp585,psl,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_201501-205012.nc,ssp585,psl,201501-205012,True,True,True,False,True,
4169,Show me sea level pressure data for a ssp585 CO2 emissions scenario for 205101-210012,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4173,I need the sea level pressure data for the ssp585 CO2 emissions scenario covering the time frame from 205101 to 210012.,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4171,I would like to see the sea level pressure data corresponding to the ssp585 CO2 emissions scenario for the time period between 205101 and 210012.,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4126,Kindly present the precipitation data for the ssp585 CO2 emissions scenario for the period between 230101 and 235012.,ssp585,pr,230101-235012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_230101-235012.nc,ssp585,pr,230101-235012,True,True,True,False,True,
4174,Please show me the sea level pressure data for the ssp585 CO2 emissions scenario from 205101 to 210012.,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4172,Can you display the sea level pressure data related to the ssp585 CO2 emissions scenario for the years 205101 to 210012?,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4175,Could you provide me with the sea level pressure data pertaining to the ssp585 CO2 emissions scenario for the period 205101-210012?,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4176,I'm looking for the sea level pressure data associated with the ssp585 CO2 emissions scenario for the timeframe 205101-210012.,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4177,I would appreciate it if you could retrieve the sea level pressure data linked to the ssp585 CO2 emissions scenario for the time span starting at 205101 and ending at 210012.,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4178,Kindly show me the sea level pressure data that corresponds to the ssp585 CO2 emissions scenario for the period between 205101 and 210012.,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4181,Please provide me with sea level pressure information relating to the ssp585 carbon dioxide emissions scenario for the period 210101-215012.,ssp585,psl,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_210101-215012.nc,ssp585,psl,210101-215012,True,True,True,False,True,
4182,I am interested in accessing the sea level pressure data corresponding to the ssp585 CO2 emissions scenario for the timeframe spanning 210101-215012.,ssp585,psl,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_210101-215012.nc,ssp585,psl,210101-215012,True,True,True,False,True,
4179,It would be helpful if you could present the sea level pressure data for the ssp585 CO2 emissions scenario covering the years 205101 to 210012.,ssp585,psl,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_205101-210012.nc,ssp585,psl,205101-210012,True,True,True,False,True,
4183,Could you display the sea level pressure dataset for the ssp585 scenario's CO2 emissions covering the time range of 210101-215012?,ssp585,psl,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_210101-215012.nc,ssp585,psl,210101-215012,True,True,True,False,True,
4180,Show me sea level pressure data for a ssp585 CO2 emissions scenario for 210101-215012,ssp585,psl,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_210101-215012.nc,ssp585,psl,210101-215012,True,True,True,False,True,
4184,I would like to see the sea level pressure data specifically for the ssp585 CO2 emissions scenario from 210101 to 215012.,ssp585,psl,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/psl/gn/v20200115/psl_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_210101-215012.nc,ssp585,psl,210101-215012,True,True,True,False,True,
4310,I would like to see sea surface temperature information related to the ssp585 CO2 emissions scenario from 225101 to 230012.,ssp585,tos,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_225101-230012.nc,ssp585,tos,225101-230012,True,True,True,False,True,
4312,Please display the sea surface temperature data for the ssp585 CO2 emissions scenario for the specified range of 225101 to 230012.,ssp585,tos,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_225101-230012.nc,ssp585,tos,225101-230012,True,True,True,False,True,
4313,I am interested in viewing the sea surface temperature data associated with the ssp585 CO2 emissions scenario from 225101 to 230012.,ssp585,tos,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_225101-230012.nc,ssp585,tos,225101-230012,True,True,True,False,True,
4311,Show me the sea surface temperature data for the ssp585 CO2 emissions scenario during the period of 225101 to 230012.,ssp585,tos,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_225101-230012.nc,ssp585,tos,225101-230012,True,True,True,False,True,
4361,I request the comprehensive data on total soil moisture content pertaining to the ssp585 carbon dioxide emissions projection from 201501 to 205012.,ssp585,mrso,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_201501-205012.nc,ssp585,mrso,201501-205012,True,True,True,False,True,
4360,Show me total soil moisture content data for a ssp585 CO2 emissions scenario for 201501-205012,ssp585,mrso,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_201501-205012.nc,ssp585,mrso,201501-205012,True,True,True,False,True,
4316,Kindly present the sea surface temperature data pertaining to the ssp585 CO2 emissions scenario for the timeframe commencing at 225101 and concluding at 230012.,ssp585,tos,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Omon/tos/gn/v20200115/tos_Omon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_225101-230012.nc,ssp585,tos,225101-230012,True,True,True,False,True,
4405,Kindly present the full dataset concerning soil moisture content for the ssp585 CO2 emissions scenario during the timeframe from 220101 to 225012.,ssp585,mrso,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ssp585,"mrsos, mrso",220101-225012,True,False,True,False,True,
4363,Please provide the detailed statistics on soil moisture content across the entire timeframe of the ssp585 CO2 emissions scenario from 201501 to 205012.,ssp585,mrso,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_201501-205012.nc,ssp585,mrso,201501-205012,True,True,True,False,True,
4406,Display the total soil moisture content data associated with the ssp585 CO2 emissions scenario covering the interval from 220101 to 225012.,ssp585,mrso,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ssp585,mrso,220101-225012,True,True,True,False,True,
4452,Share with me the complete data on soil moisture content for the ssp585 CO2 emissions scenario spanning the period from 245101 to 250012,ssp585,mrso,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Lmon/mrso/gn/v20200115/mrso_Lmon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_245101-250012.nc,ssp585,mrso,245101-250012,True,True,True,False,True,
4486,I'd appreciate it if you could indicate the total cloud cover data for the ssp585 CO2 emissions scenario for the period 210101-215012.,ssp585,clt,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/clt/gn/v20200115/clt_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_210101-215012.nc,ssp585,clt,210101-215012,True,True,True,False,True,
4655,I'm interested in accessing the surface downwelling shortwave radiation data for the ssp585 CO2 emissions scenario during the period 245101-250012.,ssp585,rsds,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/rsds/gn/v20200115/rsds_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_245101-250012.nc,ssp585,rsds,245101-250012,True,True,True,False,True,
4704,I'm interested in viewing the specific humidity data near the surface related to the ssp585 CO2 emissions scenario for the time frame 220101-225012.,ssp585,huss,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ssp585,huss,220101-225012,True,True,True,False,True,
4701,I'd like to access the specific humidity data near the surface within the ssp585 CO2 emissions scenario covering the period from 220101 to 225012.,ssp585,huss,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp585/r3i1p1f2/Amon/huss/gn/v20200115/huss_Amon_GISS-E2-1-G_ssp585_r3i1p1f2_gn_220101-225012.nc,ssp585,huss,220101-225012,True,True,True,False,True,
